Date,Open,High,Low,Close,
05/02/17,"2,391.05","2,392.93","2,385.82","2,391.17",
05/03/17,"2,386.50","2,389.82","2,379.75","2,388.13",
05/04/17,"2,389.79","2,391.43","2,380.35","2,389.52",
05/05/17,"2,392.37","2,399.29","2,389.38","2,399.29",
05/08/17,"2,399.94","2,401.36","2,393.92","2,399.38",
05/09/17,"2,401.58","2,403.87","2,392.44","2,396.92",
05/10/17,"2,396.79","2,399.74","2,392.79","2,399.63",
05/11/17,"2,394.84","2,395.72","2,381.74","2,394.44",
05/12/17,"2,392.44","2,392.44","2,387.19","2,390.90",
05/15/2017,"2,393.98","2,404.05","2,393.94","2,402.32",
05/16/2017,"2,404.55","2,405.77","2,396.05","2,400.67",
05/17/2017,"2,382.95","2,384.87","2,356.21","2,357.03",
05/18/2017,"2,354.69","2,375.74","2,352.72","2,365.72",
05/19/2017,"2,371.37","2,389.06","2,370.43","2,381.73",
05/22/2017,"2,387.21","2,395.46","2,386.92","2,394.02",
05/23/2017,"2,397.04","2,400.85","2,393.88","2,398.42",
05/24/2017,"2,401.41","2,405.58","2,397.99","2,404.39",
05/25/2017,"2,409.54","2,418.71","2,408.01","2,415.07",
05/26/2017,"2,414.50","2,416.68","2,412.20","2,415.82",
05/30/2017,"2,411.67","2,415.26","2,409.43","2,412.91",
05/31/2017,"2,415.63","2,415.99","2,403.59","2,411.80",
06/01/17,"2,415.65","2,430.06","2,413.54","2,430.06",
06/02/17,"2,431.28","2,440.23","2,427.71","2,439.07",
06/05/17,"2,437.83","2,439.55","2,434.32","2,436.10",
06/06/17,"2,431.92","2,436.21","2,428.12","2,429.33",
06/07/17,"2,432.03","2,435.28","2,424.75","2,433.14",
06/08/17,"2,434.27","2,439.27","2,427.94","2,433.79",
06/09/17,"2,436.39","2,446.20","2,415.70","2,431.77",
06/12/17,"2,425.88","2,430.38","2,419.97","2,429.39",
06/13/2017,"2,434.15","2,441.49","2,431.28","2,440.35",
06/14/2017,"2,443.75","2,443.75","2,428.34","2,437.92",
06/15/2017,"2,424.14","2,433.95","2,418.53","2,432.46",
06/16/2017,"2,431.24","2,433.15","2,422.88","2,433.15",
06/19/2017,"2,442.55","2,453.82","2,441.79","2,453.46",
06/20/2017,"2,450.66","2,450.66","2,436.60","2,437.03",
06/21/2017,"2,439.31","2,442.23","2,430.74","2,435.61",
06/22/2017,"2,437.40","2,441.62","2,433.27","2,434.50",
06/23/2017,"2,434.65","2,441.40","2,431.11","2,438.30",
06/26/2017,"2,443.32","2,450.42","2,437.03","2,439.07",
06/27/2017,"2,436.34","2,440.15","2,419.38","2,419.38",
06/28/2017,"2,428.70","2,442.97","2,428.02","2,440.69",
06/29/2017,"2,442.38","2,442.73","2,405.70","2,419.70",
06/30/2017,"2,429.20","2,432.71","2,421.65","2,423.41",
07/03/17,"2,431.39","2,439.17","2,428.69","2,429.01",
07/05/17,"2,430.78","2,434.90","2,422.05","2,432.54",
07/06/17,"2,423.44","2,424.28","2,407.70","2,409.75",
07/07/17,"2,413.52","2,426.92","2,413.52","2,425.18",
07/10/17,"2,424.51","2,432.00","2,422.27","2,427.43",
07/11/17,"2,427.35","2,429.30","2,412.79","2,425.53",
07/12/17,"2,435.75","2,445.76","2,435.75","2,443.25",
07/13/2017,"2,444.99","2,449.32","2,441.69","2,447.83",
