Date,Open,High,Low,Close
06/06/86,245.67,246.05,244.55,245.67
06/09/86,239.96,245.59,239.71,239.96
06/10/86,239.58,240.08,238.33,239.58
06/11/86,241.13,241.13,239.26,241.13
06/12/86,241.49,241.62,240.74,241.49
06/13/1986,245.73,245.86,241.73,245.73
06/16/1986,246.13,246.38,245.26,246.13
06/17/1986,244.35,246.23,243.6,244.35
06/18/1986,244.99,245.24,242.62,244.99
06/19/1986,244.06,245.69,244.06,244.06
06/20/1986,247.96,247.56,244.44,247.96
06/23/1986,245.26,247.51,244.51,245.26
06/24/1986,247.03,248.16,244.53,247.03
06/25/1986,248.93,250.06,247.06,248.93
06/26/1986,248.74,249.37,247.74,248.74
06/27/1986,249.6,249.73,248.85,249.6
06/30/1986,250.84,251.72,249.72,250.84
07/01/86,252.04,252.04,250.54,252.04
07/02/86,252.7,253.2,251.83,252.7
07/03/86,251.79,252.92,251.29,251.79
07/07/86,244.05,251.8,243.68,244.05
07/08/86,241.59,241.59,239.47,241.59
07/09/86,242.82,243.07,241.57,242.82
07/10/86,243.01,243.39,239.76,243.01
07/11/86,242.22,243.47,241.72,242.22
07/14/1986,238.11,242.11,238.11,238.11
07/15/1986,233.66,238.04,233.66,233.66
07/16/1986,235.01,236.14,233.76,235.01
07/17/1986,236.07,236.57,235.07,236.07
07/18/1986,236.36,238.11,233.99,236.36
07/21/1986,236.24,236.22,235.85,236.24
07/22/1986,238.18,238.31,235.93,238.18
07/23/1986,238.67,239.17,238.17,238.67
07/24/1986,237.95,238.95,237.33,237.95
07/25/1986,240.22,240.35,237.97,240.22
07/28/1986,236.01,240.14,235.26,236.01
07/29/1986,234.55,235.93,234.43,234.55
07/30/1986,236.59,237.34,233.09,236.59
07/31/1986,236.12,236.87,236,236.12
08/01/86,234.91,236.54,234.91,234.91
08/04/86,235.99,236,232.25,235.99
08/05/86,237.03,238.28,236.03,237.03
08/06/86,236.84,237.34,235.59,236.84
08/07/86,237.04,237.92,236.42,237.04
08/08/86,236.88,238.01,236.38,236.88
08/11/86,240.68,241.18,236.93,240.68
08/12/86,243.34,243.34,240.47,243.34
08/13/1986,245.67,246.42,243.17,245.67
08/14/1986,246.25,246.75,245.63,246.25
08/15/1986,247.15,247.15,245.78,247.15
08/18/1986,247.38,247.76,245.51,247.38
08/19/1986,246.51,247.39,245.89,246.51
08/20/1986,249.77,249.77,246.52,249.77
08/21/1986,249.67,250.42,249.17,249.67
08/22/1986,250.19,250.57,249.32,250.19
08/25/1986,247.81,250.19,247.81,247.81
08/26/1986,252.84,252.84,247.84,252.84
08/27/1986,253.3,254.18,252.68,253.3
08/28/1986,252.84,253.59,251.97,252.84
08/29/1986,252.93,254.06,251.81,252.93
09/02/86,248.52,253.27,248.15,248.52
09/03/86,250.08,250.08,247.71,250.08
09/04/86,253.83,253.96,250.08,253.83
09/05/86,250.47,254.1,250.35,250.47
09/08/86,248.14,250.39,247.14,248.14
09/09/86,247.67,250.17,247.05,247.67
09/10/86,247.06,247.69,246.19,247.06
09/11/86,235.18,247.06,234.68,235.18
09/12/86,230.67,235.42,228.8,230.67
09/15/1986,231.94,232.82,229.44,231.94
09/16/1986,231.72,231.85,228.35,231.72
09/17/1986,231.68,233.81,231.43,231.68
09/18/1986,232.31,232.81,230.69,232.31
09/19/1986,232.21,232.21,230.71,232.21
09/22/1986,234.93,234.93,232.31,234.93
09/23/1986,235.67,235.8,234.55,235.67
09/24/1986,236.28,237.03,235.53,236.28
09/25/1986,231.83,236.21,230.71,231.83
09/26/1986,232.23,233.61,230.73,232.23
09/29/1986,229.91,232.16,228.16,229.91
09/30/1986,231.32,232.95,229.95,231.32
10/01/86,233.6,234.6,231.35,233.6
10/02/86,233.92,234.3,232.8,233.92
10/03/86,233.71,236.09,232.84,233.71
10/06/86,234.78,235.28,233.28,234.78
10/07/86,234.41,235.16,233.54,234.41
10/08/86,236.68,236.81,233.68,236.68
10/09/86,235.85,238.1,235.73,235.85
10/10/86,235.48,236.23,235.36,235.48
10/13/1986,235.91,235.91,235.04,235.91
10/14/1986,235.37,236.37,234.37,235.37
10/15/1986,238.8,238.93,235.43,238.8
10/16/1986,239.53,240.16,238.91,239.53
10/17/1986,238.84,239.47,237.72,238.84
10/20/1986,235.97,238.72,234.85,235.97
10/21/1986,235.88,236.38,235.01,235.88
10/22/1986,236.26,236.64,235.89,236.26
10/23/1986,239.28,239.66,236.28,239.28
10/24/1986,238.26,239.64,238.26,238.26
10/27/1986,238.77,238.77,236.77,238.77
10/28/1986,239.26,240.51,238.89,239.26
10/29/1986,240.94,240.94,239.07,240.94
10/30/1986,243.71,243.96,240.96,243.71
10/31/1986,243.98,244.48,242.98,243.98
11/03/86,245.8,245.8,244.05,245.8
11/04/86,246.2,246.33,244.45,246.2
11/05/86,246.58,246.96,245.33,246.58
11/06/86,245.87,246.87,244.62,245.87
11/07/86,245.77,246.02,245.02,245.77
11/10/86,246.13,246.13,244.76,246.13
11/11/86,247.08,247.08,246.21,247.08
11/12/86,246.64,247.64,245.77,246.64
11/13/1986,243.02,246.65,243.02,243.02
11/14/1986,244.5,244.5,242,244.5
11/17/1986,243.21,244.71,242.34,243.21
11/18/1986,236.78,243.16,236.66,236.78
11/19/1986,237.66,237.91,235.54,237.66
11/20/1986,242.05,242.05,237.68,242.05
11/21/1986,245.86,246.36,241.99,245.86
11/24/1986,247.45,247.95,245.33,247.45
11/25/1986,248.17,248.17,246.42,248.17
11/26/1986,248.77,248.9,247.77,248.77
11/28/1986,249.22,249.22,248.1,249.22
12/01/86,249.05,249.18,245.8,249.05
12/02/86,254,254,249.13,254
12/03/86,253.85,254.85,253.35,253.85
12/04/86,253.04,254.42,252.92,253.04
12/05/86,251.17,253.8,250.8,251.17
12/08/86,251.16,252.29,248.91,251.16
12/09/86,249.28,251.16,249.28,249.28
12/10/86,250.96,251.46,248.96,250.96
12/11/86,248.17,250.92,247.17,248.17
12/12/86,247.35,248.23,247.1,247.35
12/15/1986,248.21,248.21,245.09,248.21
12/16/1986,250.04,250.04,247.42,250.04
12/17/1986,247.56,249.94,247.31,247.56
12/18/1986,246.78,247.78,246.53,246.78
12/19/1986,249.73,249.86,245.98,249.73
12/22/1986,248.75,249.63,247.5,248.75
12/23/1986,246.34,248.72,245.97,246.34
12/24/1986,246.75,247.13,246.13,246.75
12/26/1986,246.92,246.92,246.8,246.92
12/29/1986,244.67,246.92,244.42,244.67
12/30/1986,243.37,244.62,243.12,243.37
12/31/1986,242.17,244.03,241.28,242.17
01/02/87,246.45,246.45,242.17,246.45
01/05/87,252.19,252.57,246.45,252.19
01/06/87,252.78,253.99,252.14,252.78
01/07/87,255.33,255.72,252.65,255.33
01/08/87,257.29,257.28,254.97,257.29
01/09/87,258.73,259.2,256.11,258.73
01/12/87,260.3,260.3,257.92,260.3
01/13/1987,259.95,260.45,259.21,259.95
01/14/1987,262.64,262.72,259.62,262.64
01/15/1987,265.49,266.68,262.64,265.49
01/16/1987,266.28,267.24,264.31,266.28
01/19/1987,269.34,269.34,264.15,269.34
01/20/1987,269.04,271.03,267.65,269.04
01/21/1987,267.84,270.87,267.35,267.84
01/22/1987,273.91,274.05,267.32,273.91
01/23/1987,270.1,280.96,268.41,270.1
01/26/1987,269.61,270.4,267.73,269.61
01/27/1987,273.75,274.31,269.61,273.75
01/28/1987,275.4,275.71,273.03,275.4
01/29/1987,274.24,276.85,272.54,274.24
01/30/1987,274.08,274.24,271.38,274.08
02/02/87,276.45,277.35,273.16,276.45
02/03/87,275.99,277.83,275.84,275.99
02/04/87,279.64,279.65,275.35,279.64
02/05/87,281.16,282.26,278.66,281.16
02/06/87,280.04,281.79,279.87,280.04
02/09/87,278.16,280.04,277.24,278.16
02/10/87,275.07,278.16,273.49,275.07
02/11/87,277.54,277.71,274.71,277.54
02/12/87,275.62,278.04,273.89,275.62
02/13/1987,279.7,280.91,275.01,279.7
02/17/1987,285.49,285.49,279.7,285.49
02/18/1987,285.42,287.55,282.97,285.42
02/19/1987,285.57,286.24,283.84,285.57
02/20/1987,285.48,285.98,284.31,285.48
02/23/1987,282.38,285.5,279.37,282.38
02/24/1987,282.88,283.33,281.45,282.88
02/25/1987,284,285.35,282.14,284
02/26/1987,282.96,284.4,280.73,282.96
02/27/1987,284.2,284.55,282.77,284.2
03/02/87,283,284.83,282.3,283
03/03/87,284.12,284.19,282.92,284.12
03/04/87,288.62,288.62,284.12,288.62
03/05/87,290.52,291.24,288.6,290.52
03/06/87,290.66,290.67,288.77,290.66
03/09/87,288.3,290.66,287.12,288.3
03/10/87,290.86,290.88,287.89,290.86
03/11/87,290.31,292.51,289.33,290.31
03/12/87,291.22,291.91,289.66,291.22
03/13/1987,289.89,291.79,289.88,289.89
03/16/1987,288.23,289.89,286.64,288.23
03/17/1987,292.47,292.47,287.96,292.47
03/18/1987,292.78,294.58,290.87,292.78
03/19/1987,294.08,294.46,292.26,294.08
03/20/1987,298.17,298.17,294.08,298.17
03/23/1987,301.16,301.17,297.5,301.16
03/24/1987,301.64,301.92,300.14,301.64
03/25/1987,300.38,301.85,299.36,300.38
03/26/1987,300.93,302.72,300.38,300.93
03/27/1987,296.13,301.41,296.06,296.13
03/30/1987,289.2,296.13,286.69,289.2
03/31/1987,291.7,291.87,289.07,291.7
04/01/87,292.39,292.39,288.34,292.39
04/02/87,293.63,294.47,292.02,293.63
04/03/87,300.41,301.3,292.3,300.41
04/06/87,301.95,302.21,300.41,301.95
04/07/87,296.69,303.65,296.69,296.69
04/08/87,297.26,299.2,295.18,297.26
04/09/87,292.86,297.71,291.5,292.86
04/10/87,292.49,293.74,290.94,292.49
04/13/1987,285.62,293.36,285.62,285.62
04/14/1987,279.16,285.62,275.67,279.16
04/15/1987,284.44,285.14,279.16,284.44
04/16/1987,286.91,289.57,284.44,286.91
04/20/1987,286.09,288.36,284.55,286.09
04/21/1987,293.07,293.07,282.89,293.07
04/22/1987,287.19,293.46,286.98,287.19
04/23/1987,286.82,289.12,284.28,286.82
04/24/1987,281.52,286.82,281.18,281.52
04/27/1987,281.83,284.45,276.22,281.83
04/28/1987,282.51,285.95,281.83,282.51
04/29/1987,284.57,286.42,282.51,284.57
04/30/1987,288.36,290.08,284.57,288.36
05/01/87,288.03,289.71,286.52,288.03
05/04/87,289.36,289.99,286.39,289.36
05/05/87,295.34,295.4,289.34,295.34
05/06/87,295.47,296.19,295.47,295.47
05/07/87,294.17,296.8,294.07,294.17
05/08/87,293.37,296.18,291.73,293.37
05/11/87,291.57,298.69,291.55,291.57
05/12/87,293.3,293.3,290.18,293.3
05/13/1987,293.98,294.54,290.74,293.98
05/14/1987,294.24,295.1,292.95,294.24
05/15/1987,287.43,294.24,287.11,287.43
05/18/1987,286.65,287.43,282.57,286.65
05/19/1987,279.62,287.39,278.83,279.62
05/20/1987,278.21,280.89,277.01,278.21
05/21/1987,280.17,282.31,278.21,280.17
05/22/1987,282.16,283.33,280.17,282.16
05/26/1987,289.11,289.11,282.16,289.11
05/27/1987,288.73,290.78,288.19,288.73
05/28/1987,290.76,291.5,286.33,290.76
05/29/1987,290.1,292.87,289.7,290.1
06/01/87,289.83,291.96,289.23,289.83
06/02/87,288.46,290.04,286.93,288.46
06/03/87,293.47,293.47,288.46,293.47
06/04/87,295.09,295.1,292.76,295.09
06/05/87,293.45,295.11,292.8,293.45
06/08/87,296.72,297.03,291.55,296.72
06/09/87,297.28,297.59,295.9,297.28
06/10/87,297.47,300.81,295.66,297.47
06/11/87,298.73,298.94,297.47,298.73
06/12/87,301.62,302.22,300.8,301.62
06/15/1987,303.14,304.11,301.62,303.14
06/16/1987,304.76,304.86,302.6,304.76
06/17/1987,304.81,305.74,304.03,304.81
06/18/1987,305.69,306.13,303.38,305.69
06/19/1987,306.97,306.97,305.55,306.97
06/22/1987,309.65,310.2,306.97,309.65
06/23/1987,308.43,310.27,307.48,308.43
06/24/1987,306.86,308.91,306.32,306.86
06/25/1987,308.96,309.44,306.86,308.96
06/26/1987,307.16,308.96,306.38,307.16
06/29/1987,307.9,308.15,306.75,307.9
06/30/1987,304,308,303.01,304
07/01/87,302.94,304,302.53,302.94
07/02/87,305.63,306.34,302.94,305.63
07/06/87,304.92,306.75,304.23,304.92
07/07/87,307.4,308.63,304.73,307.4
07/08/87,308.29,308.48,306.01,308.29
07/09/87,307.52,309.56,307.42,307.52
07/10/87,308.37,308.4,306.96,308.37
07/13/1987,307.63,308.41,305.49,307.63
07/14/1987,310.68,310.69,307.46,310.68
07/15/1987,310.42,312.08,309.07,310.42
07/16/1987,312.7,312.83,310.42,312.7
07/17/1987,314.59,314.59,312.38,314.59
07/20/1987,311.39,314.59,311.24,311.39
07/21/1987,308.55,312.41,307.51,308.55
07/22/1987,308.47,309.12,307.22,308.47
07/23/1987,307.81,309.03,306.27,307.81
07/24/1987,309.27,309.28,307.78,309.27
07/27/1987,310.65,310.7,308.61,310.65
07/28/1987,312.33,312.33,310.28,312.33
07/29/1987,315.65,315.65,311.73,315.65
07/30/1987,318.05,318.53,315.65,318.05
07/31/1987,318.66,318.85,317.56,318.66
08/03/87,317.57,320.26,316.52,317.57
08/04/87,316.23,318.25,314.51,316.23
08/05/87,318.45,319.74,316.23,318.45
08/06/87,322.09,322.09,317.5,322.09
08/07/87,323,324.15,321.82,323
08/10/87,328,328,322.95,328
08/11/87,333.33,333.4,328,333.33
08/12/87,332.39,334.57,331.06,332.39
08/13/1987,334.65,335.52,332.38,334.65
08/14/1987,333.99,336.08,332.63,333.99
08/17/1987,334.11,335.43,332.88,334.11
08/18/1987,329.25,334.11,326.43,329.25
08/19/1987,329.83,329.89,326.54,329.83
08/20/1987,334.84,335.19,329.83,334.84
08/21/1987,335.9,336.37,334.3,335.9
08/24/1987,333.33,335.9,331.92,333.33
08/25/1987,336.77,337.89,333.33,336.77
08/26/1987,334.57,337.39,334.46,334.57
08/27/1987,331.38,334.57,331.1,331.38
08/28/1987,327.04,331.38,327.04,327.04
08/31/1987,329.8,329.79,327.82,329.8
09/01/87,323.4,332.18,322.83,323.4
09/02/87,321.68,324.53,318.76,321.68
09/03/87,320.21,324.29,317.39,320.21
09/04/87,316.7,322.03,316.53,316.7
09/08/87,313.56,316.7,308.56,313.56
09/09/87,313.92,315.41,312.29,313.92
09/10/87,317.13,317.59,313.92,317.13
09/11/87,321.98,322.45,317.13,321.98
09/14/1987,323.08,323.81,320.4,323.08
09/15/1987,317.74,323.08,317.63,317.74
09/16/1987,314.86,319.5,314.61,314.86
09/17/1987,314.93,316.08,313.45,314.93
09/18/1987,314.86,316.99,314.86,314.86
09/21/1987,310.54,317.66,310.12,310.54
09/22/1987,319.5,319.51,308.69,319.5
09/23/1987,321.19,321.83,319.12,321.19
09/24/1987,319.72,322.01,319.12,319.72
09/25/1987,320.16,320.55,318.1,320.16
09/28/1987,323.2,325.33,320.16,323.2
09/29/1987,321.69,324.63,320.27,321.69
09/30/1987,321.83,322.53,320.16,321.83
10/01/87,327.33,327.34,321.83,327.33
10/02/87,328.07,328.94,327.22,328.07
10/05/87,328.08,328.57,326.09,328.08
10/06/87,319.22,328.08,319.17,319.22
10/07/87,318.54,319.39,315.78,318.54
10/08/87,314.16,319.34,312.02,314.16
10/09/87,311.07,315.04,310.97,311.07
10/12/87,309.39,311.07,307.76,309.39
10/13/1987,314.52,314.53,309.39,314.52
10/14/1987,305.23,314.52,304.78,305.23
10/15/1987,298.08,305.23,298.07,298.08
10/16/1987,282.7,298.92,281.52,282.7
10/19/1987,224.84,282.7,224.83,224.84
10/20/1987,236.83,238.26,221.39,236.83
10/21/1987,258.38,258.47,249.6,258.38
10/22/1987,248.25,258.38,242.99,248.25
10/23/1987,248.22,250.7,242.76,248.22
10/26/1987,227.67,248.22,227.26,227.67
10/27/1987,233.19,237.81,227.67,233.19
10/28/1987,233.28,238.58,226.29,233.28
10/29/1987,244.77,246.69,233.28,244.77
10/30/1987,251.79,254.04,244.77,251.79
11/02/87,255.75,255.75,249.15,255.75
11/03/87,250.82,255.75,242.78,250.82
11/04/87,248.96,250.57,246.94,248.96
11/05/87,254.48,256.09,247.72,254.48
11/06/87,250.41,257.21,249.68,250.41
11/09/87,243.17,250.41,243.01,243.17
11/10/87,239,243.17,237.64,239
11/11/87,241.9,243.86,239,241.9
11/12/87,248.52,249.9,241.9,248.52
11/13/1987,245.64,249.42,245.64,245.64
11/16/1987,246.76,249.24,244.98,246.76
11/17/1987,243.04,243.41,240.93,243.04
11/18/1987,245.55,245.55,240.67,245.55
11/19/1987,240.05,245.55,239.7,240.05
11/20/1987,242,242,235.89,242
11/23/1987,242.99,242.99,240.5,242.99
11/24/1987,246.39,247.9,242.98,246.39
11/25/1987,244.1,246.54,244.08,244.1
11/27/1987,240.34,244.12,240.34,240.34
11/30/1987,230.3,240.34,225.78,230.3
12/01/87,232,234.02,230.3,232
12/02/87,233.45,234.56,230.31,233.45
12/03/87,225.21,233.9,225.21,225.21
12/04/87,223.92,225.77,221.24,223.92
12/07/87,228.76,228.77,223.92,228.76
12/08/87,234.91,234.92,228.69,234.91
12/09/87,238.89,240.09,233.83,238.89
12/10/87,233.57,240.05,233.4,233.57
12/11/87,235.32,235.48,233.35,235.32
12/14/1987,242.19,242.34,235.04,242.19
12/15/1987,242.8,245.59,241.31,242.8
12/16/1987,248.08,248.11,242.8,248.08
12/17/1987,242.98,248.6,242.96,242.98
12/18/1987,249.16,249.18,242.98,249.16
12/21/1987,249.54,250.25,248.3,249.54
12/22/1987,249.95,249.97,247.01,249.95
12/23/1987,253.16,253.35,249.95,253.16
12/24/1987,252.02,253.16,251.68,252.02
12/28/1987,245.57,252.02,244.19,245.57
12/29/1987,244.59,245.88,244.28,244.59
12/30/1987,247.86,248.06,244.59,247.86
12/31/1987,247.08,247.86,245.22,247.08
